Time	IMSI	SINR (dB)
0.427964	2	1	0	23.971	0
0.428464	2	1	0	21.3747	0
0.443464	2	1	0	29.4172	0
0.454964	2	1	0	27.2158	0
0.457964	2	1	0	20.2541	0
0.466464	2	1	0	26.2933	0
0.468964	2	1	0	26.2933	0
0.469464	2	1	0	25.4082	0
0.472464	2	1	0	29.4172	0
0.480964	2	1	0	21.8169	0
0.481464	2	1	0	20.2541	0
0.483964	2	1	0	21.8169	0
0.486464	2	1	0	21.8169	0
0.486964	2	1	0	24.3497	0
0.489964	2	1	0	29.3732	0
0.498464	2	1	0	21.8169	0
0.498964	2	1	0	21.5059	0
0.500964	2	1	0	21.8169	0
0.501464	2	1	0	21.5059	0
0.501964	2	1	0	22.5945	0
0.503464	2	1	0	21.8169	0
0.503964	2	1	0	21.5059	0
0.504464	2	1	0	22.5945	0
0.663964	2	1	0	24.836	0
0.669464	2	1	0	24.836	0
0.669964	2	1	0	24.836	0
0.670464	2	1	0	24.836	0
0.670964	2	1	0	24.836	0
0.671464	2	1	0	24.836	0
0.671964	2	1	0	24.4392	0
0.672464	2	1	0	24.836	0
0.672964	2	1	0	24.836	0
0.673464	2	1	0	24.836	0
0.673964	2	1	0	24.836	0
0.674464	2	1	0	24.4392	0
0.693964	2	1	0	24.836	0
0.699464	2	1	0	24.836	0
0.699964	2	1	0	24.836	0
0.700464	2	1	0	24.836	0
0.700964	2	1	0	24.836	0
0.701464	2	1	0	24.836	0
0.701964	2	1	0	24.836	0
0.702464	2	1	0	24.836	0
0.702964	2	1	0	24.836	0
0.703464	2	1	0	24.836	0
0.703964	2	1	0	24.836	0
0.704464	2	1	0	24.836	0
0.704964	2	1	0	22.7176	0
0.723964	2	1	0	23.6522	0
0.729464	2	1	0	23.6522	0
0.729964	2	1	0	24.836	0
0.730464	2	1	0	27.8658	0
0.732464	2	1	0	24.836	0
0.824964	2	1	0	24.836	0
0.825464	2	1	0	24.836	0
0.825964	2	1	0	24.836	0
0.826464	2	1	0	24.836	0
0.826964	2	1	0	24.836	0
0.827464	2	1	0	24.836	0
0.827964	2	1	0	24.836	0
0.828464	2	1	0	24.836	0
0.828964	2	1	0	24.836	0
0.829464	2	1	0	24.836	0
0.829964	2	1	0	24.836	0
0.830464	2	1	0	26.0529	0
0.832464	2	1	0	24.836	0
0.843464	2	1	0	24.836	0
0.843964	2	1	0	24.836	0
0.844964	2	1	0	24.836	0
0.845964	2	1	0	24.836	0
0.846464	2	1	0	24.836	0
0.846964	2	1	0	24.836	0
0.847964	2	1	0	24.836	0
0.848464	2	1	0	24.836	0
0.848964	2	1	0	24.836	0
0.849464	2	1	0	24.836	0
0.849964	2	1	0	24.836	0
0.850464	2	1	0	24.836	0
0.850964	2	1	0	24.836	0
0.851464	2	1	0	24.836	0
0.851964	2	1	0	24.836	0
0.852464	2	1	0	24.836	0
0.852964	2	1	0	24.836	0
0.853464	2	1	0	24.836	0
0.853964	2	1	0	24.836	0
0.854464	2	1	0	24.836	0
0.854964	2	1	0	24.836	0
0.855464	2	1	0	24.836	0
0.856464	2	1	0	24.836	0
0.856964	2	1	0	24.836	0
0.857464	2	1	0	24.836	0
0.857964	2	1	0	24.836	0
0.858464	2	1	0	24.836	0
0.858964	2	1	0	24.5878	0
0.859464	2	1	0	21.3747	0
0.860964	2	1	0	24.836	0
0.869964	2	1	0	21.3747	0
0.873464	2	1	0	20.6011	0
0.873964	2	1	0	26.0529	0
0.875964	2	1	0	20.6011	0
0.876464	2	1	0	26.0529	0
0.876964	2	1	0	25.4082	0
0.893464	2	1	0	27.6112	0
0.893964	2	1	0	22.3295	0
0.895964	2	1	0	27.6112	0
0.896464	2	1	0	22.3295	0
0.896964	2	1	0	20.6011	0
0.913464	2	1	0	25.7574	0
0.913964	2	1	0	24.5268	0
0.915964	2	1	0	25.7574	0
0.916464	2	1	0	21.2231	0
0.916964	2	1	0	24.836	0
0.917964	2	1	0	24.836	0
0.918464	2	1	0	23.1936	0
0.919464	2	1	0	24.836	0
0.920464	2	1	0	24.836	0
0.920964	2	1	0	23.1936	0
0.922464	2	1	0	24.836	0
0.922964	2	1	0	24.836	0
0.943464	2	1	0	24.836	0
0.943964	2	1	0	24.6872	0
0.945964	2	1	0	24.836	0
0.948964	2	1	0	24.2582	0
0.963464	2	1	0	24.836	0
0.963964	2	1	0	27.8658	0
0.965964	2	1	0	24.836	0
0.966464	2	1	0	24.836	0
0.966964	2	1	0	21.6646	0
0.968464	2	1	0	20.2541	0
0.968964	2	1	0	24.836	0
0.969964	2	1	0	21.3747	0
0.975464	2	1	0	22.634	0
0.977964	2	1	0	22.634	0
0.978464	2	1	0	25.4082	0
0.980964	2	1	0	25.3453	0
0.983464	2	1	0	25.3453	0
1.00346	2	1	0	22.4469	0
1.00496	2	1	0	21.9619	0
1.00596	2	1	0	22.4469	0
1.00796	2	1	0	21.9619	0
1.10646	2	1	0	24.836	0
